0,0.021276596,0.076923077,0,0.015503876,0.013961606,0.1,0,C1
0.058823529,0.026595745,0,0,0.007751938,0.085514834,0.1,0,C1
0.176470588,0.069148936,0.153846154,0,0.015503876,0.244328098,0.2,0,C0
0,0.026595745,0,0,0.023255814,0.05061082,0.1,0.058823529,C1
0.117647059,0.132978723,0.153846154,0,0.03875969,0.043630017,0.1,0.176470588,C0
0.823529412,0.526595745,1,0.25,0.255813953,0.209424084,1,0.411764706,C2
0,0.042553191,0,0,0.031007752,0.055846422,0,0,C1
0.294117647,0.015957447,0.230769231,0,0.046511628,0.031413613,0,0,C0
0,0.010638298,0,0,0,0.005235602,0,0,C1
0.294117647,0.063829787,0.307692308,0,0.015503876,0.020942408,0.25,0.117647059,C0
0,0.015957447,0,0,0,0.001745201,0,0,C1
0.294117647,0.090425532,0.076923077,0.125,0.062015504,0.043630017,0.05,0.176470588,C0
0.117647059,1,0,0,0.023255814,0.02443281,0,0,C2
0.058823529,0.063829787,0,0,0.031007752,0.073298429,0,0.352941176,C3
0,0.074468085,0,0.125,0.031007752,0.017452007,0.1,0.058823529,C1
0,0.095744681,0.076923077,0,0.046511628,0.02443281,0.05,0.235294118,C3
0.058823529,0.010638298,0,0,0.031007752,0.017452007,0.1,0,C1
0.058823529,0,0,0,0,0.181500873,0,0,C1
0.294117647,0.04787234,0,0,0.007751938,0.013961606,0.15,0,C0
0,0,0,0,0,0.008726003,0,0,C1
0,0.234042553,0.307692308,0.125,0.108527132,0.511343805,0.3,0.117647059,C2
0,0.026595745,0,0,0,0.022687609,0,0.117647059,C1
0,0.042553191,0,0.125,0.03875969,0.043630017,0,0,C1
0.176470588,0.196808511,0.076923077,0.25,0.186046512,0.167539267,0.4,0,C0
0.235294118,0.127659574,0,0,0.031007752,0.104712042,0,0,C0
0,0.005319149,0,0,0,0.022687609,0,0,C1
0.058823529,0.026595745,0.076923077,0,0.03875969,0.085514834,0.05,0,C1
0,0.015957447,0,0,0.031007752,0.020942408,0.05,0.058823529,C1
0,0,0,0,0.007751938,0.013961606,0,0,C1
0.117647059,0.053191489,0.153846154,0,0,0.027923211,0.05,0,C0
0.117647059,0.015957447,0,0,0,0.036649215,0,0,C1
0.235294118,0.053191489,0,0,0.031007752,0.057591623,0,0,C0
0,0.010638298,0,0,0,0.066317627,0,0,C1
0.294117647,0.10106383,0.307692308,0.125,0.046511628,0.034904014,0.15,0,C0
0,0.010638298,0,0,0,0.006980803,0,0,C1
0.411764706,0.042553191,0,0,0.007751938,0.017452007,0,0.117647059,C0
0,0.005319149,0,0,0.007751938,0.008726003,0.05,0,C1
0.235294118,0.037234043,0.076923077,0,0.007751938,0.017452007,0.05,0.235294118,C0
0.176470588,0.021276596,0,0,0.023255814,0.073298429,0.05,0.176470588,C0
0.058823529,0.063829787,0.076923077,0.125,0.023255814,0.019197208,0,0.294117647,C3
0,0.122340426,0.461538462,0,0.054263566,0.205933682,0,0,C0
0,0.015957447,0,0,0.007751938,0.019197208,0,0.058823529,C1
0.235294118,0.005319149,0,0,0.007751938,0.003490401,0,0,C1
0.058823529,0.021276596,0.076923077,0,0,0.001745201,0.1,0,C1
0.176470588,0.010638298,0,0,0.015503876,0.010471204,0,0.058823529,C1
0.176470588,0.063829787,0,0,0.023255814,0.02617801,0.05,0,C1
0,0.021276596,0.076923077,0,0.007751938,0.001745201,0.05,0,C1
0.176470588,0.026595745,0.153846154,0,0.015503876,0.04886562,0,0,C0
0,0.037234043,0.076923077,0,0.031007752,0.057591623,0,0.058823529,C1
0.117647059,0.021276596,0,0.125,0,0.015706806,0,0,C1
0,0.015957447,0,0,0,0.010471204,0,0,C1
0,0.015957447,0,0,0,0.015706806,0,0,C1
0.058823529,0.026595745,0.307692308,0.125,0.023255814,0.040139616,0.05,0.411764706,C3
0.294117647,0.04787234,0,0,0.031007752,0.022687609,0.05,0.058823529,C0
0,0.031914894,0.230769231,0,0.015503876,0.005235602,0.25,0,C0
0,0.042553191,0.153846154,0,0.015503876,0.038394415,0,0,C1
0,0.026595745,0,0,0.015503876,0.012216405,0,0.235294118,C1
0.117647059,0.143617021,0.307692308,0,0.093023256,0.027923211,0.05,0.294117647,C3
0.117647059,0.042553191,0,0,0.007751938,0.003490401,0,0,C1
0.117647059,0.090425532,0.076923077,0,0.007751938,0.043630017,0.05,0.117647059,C0
0.764705882,0.058510638,0.076923077,0,0.03875969,0.104712042,0.05,0.117647059,C0
0,0.021276596,0.153846154,0,0,0.027923211,0,0,C1
0.294117647,0.058510638,0.076923077,0.125,0.07751938,0.115183246,0.05,0.352941176,C3
0.235294118,0.042553191,0.153846154,0,0.015503876,0.02617801,0.1,0,C0
0,0.015957447,0,0,0.015503876,0.05061082,0.05,0,C1
0.117647059,0.015957447,0,0,0.007751938,0.034904014,0,0.470588235,C3
0.176470588,0.031914894,0,0.125,0.069767442,0.106457243,0,0.117647059,C0
