PJ File ,activities,personal information,compliment,relationship,reframing,communicative desensitization,isolation,approach
can_i_rape_you_anally.txt,0,0.042553191,0,0,0.007751938,0.071553229,0,0.058823529
ccndsu.txt,0,0,0,0,0,0.001745201,0,0
centgaguy04.txt,0.235294118,0.015957447,0,0,0.031007752,0.034904014,0.05,0
changeforthebetter2006.txt,0.117647059,0,0,0,0.007751938,0.010471204,0,0.058823529
chicago_naperville.txt,0.235294118,0.143617021,0.615384615,0,0,0.034904014,0,0.235294118
chinaski818.txt,0,0.005319149,0.076923077,0,0.007751938,0.005235602,0.05,0.117647059
chrispy967.txt,0.235294118,0,0,0,0.023255814,0.029668412,0,0.117647059
clitlicker42303.txt,0.058823529,0.015957447,0,0,0.007751938,0.019197208,0.05,0.117647059
come_ride_and_chill_with_me.txt,0,0,0,0,0,0.003490401,0,0
cookingman65.txt,0.117647059,0.031914894,0,0.125,0.03875969,0.017452007,0,0
cooperisaaca.txt,0,0.005319149,0,0,0,0.008726003,0,0
corazon23456partio23456.txt,0.117647059,0.026595745,0.076923077,0,0.007751938,0.006980803,0.05,0.176470588
crackspackler200.txt,0.058823529,0.079787234,0.153846154,0.125,0.023255814,0.061082024,0,0.058823529
Crazy4theNATS.txt,0.117647059,0.015957447,0.076923077,0,0.007751938,0.027923211,0.1,0
crazytrini85.txt,0,0.021276596,0.076923077,0,0.007751938,0.015706806,0,0.117647059
Curvedforherpleasure.txt,0,0.010638298,0,0,0,0.013961606,0.05,0.058823529
c_meandu.txt,0.176470588,0.10106383,0.230769231,0,0.124031008,0.043630017,0.1,0.058823529
daddyneedsslave.txt,0.588235294,0.212765957,0.307692308,0,0.217054264,0.303664921,0.1,0
daddywants2playnokc.txt,0,0.031914894,0,0,0.023255814,0.064572426,0,0
dave40962.txt,0.352941176,0.042553191,0.230769231,0.25,0.054263566,0.073298429,0,0.058823529
daveeatsyou.txt,0,0.04787234,0,0,0.023255814,0.116928447,0.15,0.117647059
DavieWants2.txt,0,0.005319149,0.153846154,0,0.007751938,0.055846422,0.05,0
daydreamez69.txt,0,0.340425532,0,0,0.015503876,0.027923211,0,0
daytona02.txt,0.058823529,0.063829787,0.153846154,0,0.023255814,0.017452007,0,0
dble_d1.txt,0.117647059,0.031914894,0.076923077,0,0,0.010471204,0.05,0.352941176
dckroll.txt,0,0.005319149,0,0,0,0.001745201,0,0
deaf1 _one.txt,1,0.069148936,0,0,0.023255814,0.02617801,0.15,0.058823529
desiredalex.txt,0.058823529,0.069148936,0,0,0.031007752,0.113438045,0.1,0.058823529
Devilzombie13.txt,0.176470588,0.053191489,0,0,0.007751938,0.047120419,0.05,0.058823529
dick_hungwell64.txt,0.176470588,0.037234043,0,0,0.031007752,0.846422339,0,0.058823529
docman_818.txt,0,0.005319149,0,0,0,0,0,0
dogshowsifudo.txt,0,0.005319149,0,0,0,0.005235602,0,0
DonCeech.txt,0.117647059,0.042553191,0.230769231,0,0.015503876,0.02443281,0.1,0.117647059
donni1957 _male.txt,0,0,0,0,0.015503876,0.008726003,0.05,0.058823529
dragon _2973.txt,0.058823529,0.005319149,0,0,0.015503876,0.02617801,0,0
drmz _1980.txt,0,0.058510638,0,0,0,0.064572426,0,0.058823529
Dsswinney.txt,0,0.058510638,0,0,0,0.005235602,0,0
dtwnsd.txt,0.058823529,0.04787234,0,0,0.093023256,0.059336824,0.1,0.058823529
dveightus.txt,0,0.10106383,0,0.125,0.085271318,0.127399651,0.1,0.117647059
elchiva8395020.txt,0.117647059,0.010638298,0,0,0.031007752,0.082024433,0.3,0.058823529
eveready122.txt,0.294117647,0.074468085,0,0,0.093023256,0.153577661,0.3,0.117647059
fargo1982.txt,0,0.015957447,0,0,0.085271318,0.034904014,0,0.058823529
farzadboy2003.txt,0.352941176,0.005319149,0,0,0,0.02443281,0.05,0
fightingfalconsguy.txt,0.058823529,0.015957447,0,0,0.007751938,0.005235602,0.05,0
fishman1192002.txt,0,0,0,0,0,0.005235602,0.05,0
flamningdonkeybutt.txt,0,0.005319149,0,0,0.015503876,0.031413613,0.1,0.117647059
florida_in_miami.txt,0,0.085106383,0.076923077,0,0.007751938,0.062827225,0,0
flxnonya.txt,0,0.005319149,0,0,0.007751938,0.020942408,0,0
fotophix.txt,0,0.005319149,0,0,0,0.003490401,0.1,0.117647059
fuddster88.txt,0,0.053191489,0.076923077,0,0.11627907,0.073298429,0.05,0.058823529
funjxn1.txt,0,0.04787234,0.076923077,0,0.139534884,0.261780105,0,0.058823529
g8rman21.txt,0,0.04787234,0,0,0.007751938,0.005235602,0,0.176470588
ginty77.txt,0,0.026595745,0,0,0,0.008726003,0,0
gmoney301981.txt,0.294117647,0.005319149,0,0,0,0.010471204,0,0
godofwineof3eb.txt,0.176470588,0,0,0,0.015503876,0.008726003,0,0.058823529
golfboi59.txt,0,0.04787234,0,0,0.015503876,0.041884817,0,0
Good  Boy B88.txt,0.117647059,0.063829787,0.615384615,0,0.581395349,0.247818499,0.3,0.176470588
goodbody1330.txt,0.176470588,0.026595745,0,0,0.031007752,0.012216405,0.1,0.117647059
goodguy1958.txt,0,0.010638298,0,0,0.007751938,0.02617801,0.05,0.117647059
goodguyportsmouthva.txt,0.235294118,0.010638298,0,0,0,0.012216405,0,0.058823529
grassman334.txt,0.058823529,0.058510638,0.076923077,0,0.015503876,0.108202443,0,0
greeneyed121.txt,0.235294118,0.063829787,0.153846154,0,0.007751938,0.02443281,0.05,0.058823529
green_eye_latino669.txt,0,0.031914894,0.076923077,0.25,0.023255814,0.015706806,0.1,0
groehrig123.txt,0.352941176,0.010638298,0,0,0.015503876,0.02617801,0.05,0.058823529
HAIRYONE4U.txt,0,0.026595745,0.384615385,0,0.046511628,0.033158813,0.1,0.058823529
hardblackdick.txt,0.117647059,0,0,0,0,0.378708551,0,0
hennessy1436.txt,0,0.015957447,0,0,0,0.003490401,0,0
hey_malen.txt,0.058823529,0,0,0,0.007751938,0.017452007,0.05,0
hiexcitement.txt,0.529411765,0.021276596,0,0,0.03875969,0.020942408,0,0.647058824
highplainsrider20002000.txt,0,0.010638298,0,0.125,0.031007752,0.036649215,0,0.058823529
hk_sf_hi.txt,0.941176471,0.04787234,0,0,0.015503876,0.027923211,0.2,0.058823529
holdyoucloser2003.txt,0.058823529,0.021276596,0,0,0.007751938,0.003490401,0,0
hot95cobraguy.txt,0,0.015957447,0,0,0.015503876,0.705061082,0,0.058823529
hotntastymale.txt,0,0.010638298,0,0,0.023255814,0.013961606,0.05,0.176470588
hotplushung.txt,0,0.005319149,0.076923077,0,0,0.001745201,0.05,0
hum _366.txt,0,0.042553191,0.153846154,0,0.031007752,0.047120419,0,0
icepirate53.txt,0,0.026595745,0.076923077,0,0.007751938,0.010471204,0,0
ich_bin_der_eggman _67.txt,0,0.005319149,0.076923077,0,0.023255814,0.04886562,0.15,0.117647059
icouldspoilu.txt,0.117647059,0.021276596,0,0,0,0.043630017,0,0.058823529
indianahighroller.txt,0,0.117021277,0.153846154,0,0.015503876,0.064572426,0,0
italianlover37.txt,0,0,0,0,0.007751938,0.006980803,0,0
iurutherford.txt,0.235294118,0.037234043,0.461538462,0,0.03875969,0.038394415,0.1,0.058823529
i_luv_the_putay.txt,0,0,0,0,0.007751938,0.043630017,0,0.058823529
jackenit_6in.txt,0.117647059,0.069148936,0.076923077,0,0,0.027923211,0.05,0
jacob_cason2003.txt,0.117647059,0.015957447,0,0,0,0,0.05,0
jagjen2003.txt,0,0.010638298,0,0,0,0.015706806,0,0
jaime2002 _22.txt,0,0.031914894,0,0,0.015503876,0.003490401,0,0.411764706
jay1oc.txt,0.058823529,0.021276596,0.076923077,0,0,0.006980803,0,0
jaydan0033.txt,0,0.058510638,0.076923077,0.125,0.03875969,0.041884817,0.05,0.058823529
jazzeman04.txt,0.176470588,0.010638298,0,0,0.007751938,0.033158813,0,0.058823529
jbird2000 _95020.txt,0.235294118,0.04787234,0,0,0,0.064572426,0,0.058823529
jbrian1964.txt,0.764705882,0.558510638,0.230769231,0,0.279069767,0.111692845,0.7,1
jc_bah.txt,0.294117647,0.085106383,0.230769231,0,0.03875969,0.047120419,0.15,0.058823529
JDC074.txt,0.117647059,0.015957447,0.076923077,0,0.007751938,0.012216405,0.1,0
jim90020.txt,0,0.010638298,0,0,0.007751938,0.006980803,0.1,0.117647059
Jimster7.txt,0,0.021276596,0,0,0.007751938,0.089005236,0.05,0
jim_garvin56.txt,0,0.069148936,0,0,0.031007752,0.036649215,0,0
jkspeedster0112.txt,0.176470588,0.079787234,0,0,0.015503876,0.033158813,0,0.117647059
jleno9.txt,0,0.005319149,0,0,0,0.015706806,0,0
jlh3120.txt,0.117647059,0.010638298,0,0,0.015503876,0.006980803,0.05,0
jmv91373.txt,0,0.031914894,0,0,0,0.064572426,0,0.235294118
john.frady2006.txt,0.058823529,0.010638298,0.076923077,0,0.031007752,0.038394415,0.05,0
johnchess2000.txt,0.176470588,0.042553191,0.153846154,0.125,0.015503876,0.020942408,0.15,0.823529412
jteno72960.txt,0,0.005319149,0,0,0.007751938,0.015706806,0,0.058823529
jtwant2play.txt,0.352941176,0.04787234,0.076923077,0,0.046511628,0.038394415,0,0
jubjub970.txt,0.176470588,0.132978723,0,0,0.062015504,0.057591623,0.1,0.235294118
juggalo4lifesuckas.txt,0,0.026595745,0,0,0.015503876,0.064572426,0,0
JungleMania20050.txt,0.294117647,0.04787234,0,0,0.007751938,0.02443281,0.25,0
Justinnbos.txt,0.058823529,0.005319149,0,0,0.007751938,0.015706806,0,0
kalowoodsman.txt,0.705882353,0.473404255,0.538461538,0.375,1,1,0.1,0.529411765
KCROWOO.txt,0,0.021276596,0.076923077,0,0.015503876,0.013961606,0.1,0
kenneth_forton.txt,0.058823529,0.026595745,0,0,0.007751938,0.085514834,0.1,0
kinkyjeff694u.txt,0.176470588,0.069148936,0.153846154,0,0.015503876,0.244328098,0.2,0
kinky_man_in_corona.txt,0,0.026595745,0,0,0.023255814,0.05061082,0.1,0.058823529
kool_biker80.txt,0.117647059,0.132978723,0.153846154,0,0.03875969,0.043630017,0.1,0.176470588
kydaddyalone.txt,0.823529412,0.526595745,1,0.25,0.255813953,0.209424084,1,0.411764706
latinhawk63.txt,0,0.042553191,0,0,0.031007752,0.055846422,0,0
latino _626.txt,0.294117647,0.015957447,0.230769231,0,0.046511628,0.031413613,0,0
laybay343.txt,0,0.010638298,0,0,0,0.005235602,0,0
lee_greer74.txt,0.294117647,0.063829787,0.307692308,0,0.015503876,0.020942408,0.25,0.117647059
likuososweet.txt,0,0.015957447,0,0,0,0.001745201,0,0
longbeachdude19.txt,0.294117647,0.090425532,0.076923077,0.125,0.062015504,0.043630017,0.05,0.176470588
lowvoltage18.txt,0.117647059,1,0,0,0.023255814,0.02443281,0,0
magic4isl2002.txt,0.058823529,0.063829787,0,0,0.031007752,0.073298429,0,0.352941176
magichands7777.txt,0,0.074468085,0,0.125,0.031007752,0.017452007,0.1,0.058823529
makavelli_of_lewiston.txt,0,0.095744681,0.076923077,0,0.046511628,0.02443281,0.05,0.235294118
mandaringuy78.txt,0.058823529,0.010638298,0,0,0.031007752,0.017452007,0.1,0
manflooking4sexwithladymoorheadf.txt,0.058823529,0,0,0,0,0.181500873,0,0
mannbay2004.txt,0.294117647,0.04787234,0,0,0.007751938,0.013961606,0.15,0
manofdarkneedsl951.txt,0,0,0,0,0,0.008726003,0,0
manontherun45.txt,0,0.234042553,0.307692308,0.125,0.108527132,0.511343805,0.3,0.117647059
mansfield_tiger2007.txt,0,0.026595745,0,0,0,0.022687609,0,0.117647059
Markiemarcc.txt,0,0.042553191,0,0.125,0.03875969,0.043630017,0,0
marriedandlookingforfun31313.txt,0.176470588,0.196808511,0.076923077,0.25,0.186046512,0.167539267,0.4,0
marzain2002.txt,0.235294118,0.127659574,0,0,0.031007752,0.104712042,0,0
meatrocket8.txt,0,0.005319149,0,0,0,0.022687609,0,0
michaelmeyer2448.txt,0.058823529,0.026595745,0.076923077,0,0.03875969,0.085514834,0.05,0
mikejardi.txt,0,0.015957447,0,0,0.031007752,0.020942408,0.05,0.058823529
mikespikegetiingcrazytocu.txt,0,0,0,0,0.007751938,0.013961606,0,0
mike_vestal69.txt,0.117647059,0.053191489,0.153846154,0,0,0.027923211,0.05,0
milw_male2002.txt,0.117647059,0.015957447,0,0,0,0.036649215,0,0
mjn _523.txt,0.235294118,0.053191489,0,0,0.031007752,0.057591623,0,0
mountaindew63401.txt,0,0.010638298,0,0,0,0.066317627,0,0
mr6317.txt,0.294117647,0.10106383,0.307692308,0.125,0.046511628,0.034904014,0.15,0
mrlvejones.txt,0,0.010638298,0,0,0,0.006980803,0,0
mxracer _126.txt,0.411764706,0.042553191,0,0,0.007751938,0.017452007,0,0.117647059
mygsr1.txt,0,0.005319149,0,0,0.007751938,0.008726003,0.05,0
nakzox.txt,0.235294118,0.037234043,0.076923077,0,0.007751938,0.017452007,0.05,0.235294118
navyboy_usn.txt,0.176470588,0.021276596,0,0,0.023255814,0.073298429,0.05,0.176470588
ndbaseballstudd.txt,0.058823529,0.063829787,0.076923077,0.125,0.023255814,0.019197208,0,0.294117647
ndguy58746.txt,0,0.122340426,0.461538462,0,0.054263566,0.205933682,0,0
needafriendtotalkto2005.txt,0,0.015957447,0,0,0.007751938,0.019197208,0,0.058823529
needinit1983.txt,0.235294118,0.005319149,0,0,0.007751938,0.003490401,0,0
netbuckeye.txt,0.058823529,0.021276596,0.076923077,0,0,0.001745201,0.1,0
nismo05007.txt,0.176470588,0.010638298,0,0,0.015503876,0.010471204,0,0.058823529
novamike30.txt,0.176470588,0.063829787,0,0,0.023255814,0.02617801,0.05,0
Oberon318.txt,0,0.021276596,0.076923077,0,0.007751938,0.001745201,0.05,0
onelstsoul.txt,0.176470588,0.026595745,0.153846154,0,0.015503876,0.04886562,0,0
osu_cowboy _24.txt,0,0.037234043,0.076923077,0,0.031007752,0.057591623,0,0.058823529
parknride _469.txt,0.117647059,0.021276596,0,0.125,0,0.015706806,0,0
Pavlov1234.txt,0,0.015957447,0,0,0,0.010471204,0,0
pedro70001976.txt,0,0.015957447,0,0,0,0.015706806,0,0
pete_wood11.txt,0.058823529,0.026595745,0.307692308,0.125,0.023255814,0.040139616,0.05,0.411764706
phil29ct.txt,0.294117647,0.04787234,0,0,0.031007752,0.022687609,0.05,0.058823529
pitbulldavid2001.txt,0,0.031914894,0.230769231,0,0.015503876,0.005235602,0.25,0
pol_clemente.txt,0,0.042553191,0.153846154,0,0.015503876,0.038394415,0,0
printo316.txt,0,0.026595745,0,0,0.015503876,0.012216405,0,0.235294118
ProtegeES2002.txt,0.117647059,0.143617021,0.307692308,0,0.093023256,0.027923211,0.05,0.294117647
quin_says.txt,0.117647059,0.042553191,0,0,0.007751938,0.003490401,0,0
rauch_jim.txt,0.117647059,0.090425532,0.076923077,0,0.007751938,0.043630017,0.05,0.117647059
readytofck.txt,0.764705882,0.058510638,0.076923077,0,0.03875969,0.104712042,0.05,0.117647059
REDBD.txt,0,0.021276596,0.153846154,0,0,0.027923211,0,0
residentsmith.txt,0.294117647,0.058510638,0.076923077,0.125,0.07751938,0.115183246,0.05,0.352941176
restchoice2000.txt,0.235294118,0.042553191,0.153846154,0,0.015503876,0.02617801,0.1,0
ricks_talented_tongue.txt,0,0.015957447,0,0,0.015503876,0.05061082,0.05,0
rkline05.txt,0.117647059,0.015957447,0,0,0.007751938,0.034904014,0,0.470588235
rn_buzzkiller2003.txt,0.176470588,0.031914894,0,0.125,0.069767442,0.106457243,0,0.117647059
roger4450.txt,0,0.026595745,0,0,0,0.010471204,0,0
ryan4686.txt,0.294117647,0.037234043,0,0,0.015503876,0.052356021,0.05,0.058823529
sadjack96.txt,0.823529412,0.090425532,0.384615385,0.25,0.085271318,0.055846422,0,0.117647059
samr125.txt,0,0.058510638,0.076923077,0.125,0.054263566,0.019197208,0,0.058823529
scoobydooatl01.txt,0.176470588,0.042553191,0,0.25,0.015503876,0.05061082,0,0.176470588
seanemdyoung.txt,0.058823529,0.031914894,0.153846154,0,0.015503876,0.040139616,0.1,0
sebastian_calif.txt,0.176470588,0.010638298,0.384615385,0,0.023255814,0.097731239,0.05,0.058823529
SetOnMyShaft.txt,0,0.079787234,0.153846154,0,0.007751938,0.040139616,0.05,0
shinelfmc2005.txt,0.058823529,0.026595745,0.076923077,0,0.031007752,0.165794066,0,0
simpatico174.txt,0,0.074468085,0,0,0.15503876,0.076788831,0.05,0.235294118
singletxguyforfun.txt,0,0,0,0,0.015503876,0.029668412,0,0
Slikesw.txt,0,0.010638298,0,0,0.007751938,0.006980803,0,0
smileman74.txt,0,0.638297872,0.153846154,0.25,0.201550388,0.453752182,0.15,0.176470588
Socal128.txt,0,0.015957447,0,0,0,0,0,0
solepleaser.txt,0.058823529,0.010638298,0,0,0.015503876,0.012216405,0.05,0.176470588
southbayguy310.txt,0.294117647,0.085106383,0,0,0.015503876,0.102966841,0,0.470588235
spaki786.txt,0,0.010638298,0,0.125,0.007751938,0.040139616,0.05,0.117647059
SpecialGuy29.txt,0,0.010638298,0.076923077,0.125,0.007751938,0.038394415,0,0
sphinx_56_02.txt,0,0.005319149,0,0,0,0,0,0
spongebob_giantdick.txt,0.058823529,0.015957447,0,0,0,0.113438045,0,0
sst83.txt,0,0.063829787,0.230769231,0,0.007751938,0.066317627,0,0.647058824
stephentanner69.txt,0.176470588,0.515957447,0.307692308,0,0.108527132,0.102966841,0.25,0
steven_duncil78.txt,0.117647059,0.031914894,0.076923077,0,0.015503876,0.113438045,0.05,0.058823529
steve_steve875.txt,0.058823529,0.010638298,0,0,0.046511628,0.109947644,0.05,0.058823529
stoned_party.txt,0.294117647,0.324468085,0,0.125,0.046511628,0.05061082,0.05,0.764705882
strega_num _7.txt,0.058823529,0.037234043,0,0,0.100775194,0.092495637,0,0
strongman5577.txt,0.058823529,0.010638298,0,0,0,0.041884817,0,0
stylelisticgrooves.txt,0.058823529,0.015957447,0.153846154,0,0,0.055846422,0,0.117647059
sugardavis.txt,0.058823529,0.031914894,0,0.125,0.007751938,0.036649215,0.05,0.058823529
sunrise_sunset66.txt,0.117647059,0.090425532,0,0,0.054263566,0.05061082,0.1,0.058823529
sweet_jason002.txt,0,0.053191489,0,0,0.007751938,0.017452007,0,0.294117647
swgamaleyess.txt,0.176470588,0.159574468,0.538461538,0,0.379844961,0.431064572,0.3,0.176470588
tafatiw2006.txt,0.352941176,0.111702128,0,0,0.085271318,0.05061082,0.05,0.058823529
tennisboy213.txt,0.352941176,0.196808511,0.076923077,0.125,0.054263566,0.172774869,0.3,0.529411765
terubble33.txt,0.588235294,0.127659574,0.230769231,0,0.062015504,0.064572426,0,0.058823529
texassailor04.txt,0.235294118,0.037234043,0,0,0.015503876,0.006980803,0,0
thomascoffen.txt,0,0,0,0,0.07751938,0.071553229,0.05,0.058823529
tim46107.txt,0.058823529,0.074468085,0.692307692,1,0.108527132,0.036649215,0.3,0.529411765
tim_myers3.txt,0,0.010638298,0,0,0.031007752,0.040139616,0.1,0
tmceach2000.txt,0,0.037234043,0,0.125,0.007751938,0.062827225,0,0.058823529
toddgetrdone.txt,0.529411765,0.10106383,0.153846154,0,0.07751938,0.109947644,0,0.058823529
tofast4yall2003.txt,0.117647059,0.037234043,0,0,0.023255814,0.027923211,0.1,0.117647059
trianglelover.txt,0,0.069148936,0,0,0.054263566,0.015706806,0.05,0
Truesweetguy69.txt,0,0.010638298,0,0,0,0.020942408,0.05,0.176470588
trying _2b_normal.txt,0.117647059,0.021276596,0,0,0,0,0.05,0
tucsftcoach.txt,0,0.026595745,0.153846154,0.125,0,0.078534031,0,0.058823529
tunnels12000.txt,0.294117647,0.026595745,0.153846154,0.125,0.085271318,0.129144852,0,0
usnavyrules2005.txt,0,0.04787234,0.076923077,0,0,0.02617801,0,0
usta_tennis.txt,0,0.164893617,0,0,0.069767442,0.05061082,0,0.058823529
vamale _692005.txt,0.294117647,0.058510638,0.153846154,0,0.085271318,0.195462478,0.2,0.058823529
va_breitling.txt,0.058823529,0.010638298,0,0,0.007751938,0.020942408,0.05,0
vipper _131.txt,0.176470588,0.021276596,0,0.125,0.015503876,0.04886562,0,0
warreng68.txt,0.058823529,0.010638298,0,0,0,0.017452007,0.05,0
WBSooner.txt,0,0.031914894,0,0,0.015503876,0.041884817,0.05,0
WebDev2.txt,0,0,0,0,0,0.001745201,0,0.058823529
welfare_isforwhitefolks.txt,0,0.010638298,0,0,0,0.006980803,0,0
wellhungnwky.txt,0.176470588,0,0.076923077,0,0.015503876,0.02617801,0.1,0
wesleybrannen82.txt,0.117647059,0.031914894,0,0,0.023255814,0.520069808,0,0
westwoodkush.txt,0,0.015957447,0,0,0,0.008726003,0,0
whittierlacumandbig.txt,0.176470588,0.010638298,0,0,0,0.244328098,0.05,0.058823529
whittierwannado.txt,0.058823529,0,0.076923077,0,0.007751938,0.008726003,0,0.058823529
wi11s_atm.txt,0,0.042553191,0,0,0,0.006980803,0,0.176470588
wocket2003.txt,0,0,0,0,0.023255814,0.02617801,0.05,0
WrghtrAlcm.txt,0.235294118,0.069148936,0,0,0.046511628,0.027923211,0.1,0.176470588
Wulfker_Dragonslayer.txt,0.058823529,0.132978723,0.230769231,0.125,0.11627907,0.378708551,0.25,0.235294118
x_cums_in_the_night_x.txt,0,0.026595745,0.076923077,0,0.015503876,0.79930192,0,0.058823529
your_lil_nene.txt,0,0.090425532,0,0,0.007751938,0.092495637,0,0
zavior01.txt,0.294117647,0.005319149,0.076923077,0,0.023255814,0.022687609,0,0
